Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 08/26  03:00:00,0.989133599424355,0.242637872609076,0.000000000000000E+000,0.000000000000000E+000,0.436119305717193,0.149863086649470,0.585982392366664,0.149863086649470,5.102787345145721E-002,1.046631908413857E-002,6.559293447922755E-002,0.260989067982868,0.224659683492720 
 08/26  04:00:00,0.906787063832496,0.274812096116649,0.000000000000000E+000,0.000000000000000E+000,0.372171422662089,0.130644215068947,0.502815637731036,0.130644215068947,5.102787345145721E-002,1.046631908413857E-002,7.627205049915019E-002,0.251130171006716,0.257513035500525 
 08/26  05:00:00,0.898196380006551,0.422710980622920,0.000000000000000E+000,0.000000000000000E+000,0.330013255183260,0.118198403649277,0.448211658832537,0.118198403649277,5.402951384857650E-002,1.108198483238577E-002,8.955712315816899E-002,0.280241087274882,0.403406619317137 
 08/26  06:00:00,1.06297124747989,0.697951460281599,0.000000000000000E+000,0.000000000000000E+000,0.349263546093627,0.123482428767969,0.472745974861597,0.123482428767969,8.704756486667618E-002,1.785430533523284E-002,0.146457372344328,0.323791018012060,0.675647169144086 
 08/26  07:00:00,1.30592451681439,0.770956506163148,0.000000000000000E+000,0.000000000000000E+000,0.372252788522090,0.129601823435551,0.501854611957641,0.129601823435551,0.153083600405012,3.139895452454353E-002,0.230460098132495,0.344052215734702,0.747256525745631 
 08/26  08:00:00,1.23316718456256,0.747091382745175,0.000000000000000E+000,0.000000000000000E+000,0.357504643239372,0.122678666924670,0.480183310164041,0.122678666924670,0.120065615884776,2.462662992988818E-002,0.302340341172329,0.290876275351520,0.727054418254103 
 08/26  09:00:00,1.23939131572550,0.681621958790903,0.000000000000000E+000,0.000000000000000E+000,0.397413583679535,0.131111500441493,0.528525084121026,0.131111500441493,6.003279464281535E-002,1.231331632888018E-002,0.375885876628294,0.247559231944487,0.664568881726041 
 08/26  10:00:00,1.51350254170699,0.609479149487413,0.000000000000000E+000,0.000000000000000E+000,0.599378610042163,0.190104827878405,0.789483437920567,0.190104827878405,4.802623305433765E-002,9.850653335891362E-003,0.397685790138072,0.253381415198121,0.592025012284620 
 08/26  11:00:00,1.67985154319790,0.545832003636467,0.000000000000000E+000,0.000000000000000E+000,0.720902620128562,0.218979798339779,0.939882418468339,0.218979798339779,4.802623305433765E-002,9.850653335891362E-003,0.413558181971159,0.253459044308169,0.528372518965169 
 08/26  12:00:00,1.86575828241647,0.496854485247254,0.000000000000000E+000,0.000000000000000E+000,0.883629497362705,0.261649517682087,1.14527901504479,0.261649517682087,4.802623305433765E-002,9.850653335891362E-003,0.398337925665944,0.249189443255505,0.479689111343774 
 08/26  13:00:00,2.07716839986088,0.469053711492016,0.000000000000000E+000,0.000000000000000E+000,1.07355228327663,0.309824450728184,1.38337673400481,0.309824450728184,4.802623305433765E-002,9.850653335891362E-003,0.363033492934962,0.257806274470882,0.451294768584398 
 08/26  14:00:00,2.32798211937706,0.442033508816421,0.000000000000000E+000,0.000000000000000E+000,1.28696534159685,0.361984776182145,1.64895011777899,0.361984776182145,4.802623305433765E-002,9.850653335891362E-003,0.333757185097896,0.272322918049941,0.423274589298226 
 08/26  15:00:00,2.52136371793076,0.447306600358841,0.000000000000000E+000,0.000000000000000E+000,1.42230591567225,0.400041322713491,1.82234723838574,0.400041322713491,4.802623305433765E-002,9.850653335891362E-003,0.338603986585406,0.287460594509386,0.427504924482021 
 08/26  16:00:00,2.82407468465830,0.488309055730404,0.000000000000000E+000,0.000000000000000E+000,1.58294305546245,0.445168569533921,2.02811162499637,0.445168569533921,5.102787345145721E-002,1.046631908413857E-002,0.379378353054140,0.340015502012184,0.464887143675187 
 08/26  17:00:00,3.25821832811966,0.570248762978520,0.000000000000000E+000,0.000000000000000E+000,1.79109419689264,0.503729075806897,2.29482327269954,0.503729075806897,6.603607543705420E-002,1.354464782537459E-002,0.455674825529913,0.413064494567770,0.541794883059385 
 08/26  18:00:00,3.08166945301253,0.650579487828774,0.000000000000000E+000,0.000000000000000E+000,1.57589502086088,0.460931089506757,2.03682611036763,0.460931089506757,0.111060674744059,2.277962859333829E-002,0.417464634497629,0.448463368749861,0.619687162271014 
 08/26  19:00:00,2.84770156551490,0.669600614953855,0.000000000000000E+000,0.000000000000000E+000,1.35012654450415,0.409622973165750,1.75974951766990,0.409622973165750,0.216118055394306,4.432793660167091E-002,0.349528660570141,0.462902383218871,0.637713660254026 
 08/26  20:00:00,2.75221333435106,0.628346587887038,0.000000000000000E+000,0.000000000000000E+000,1.13777445470352,0.358632004155454,1.49640645885898,0.358632004155454,0.369201655799319,7.572690476557534E-002,0.316986952088389,0.478816350778802,0.595363402143527 
 08/26  21:00:00,2.66195894804654,0.571863209313054,0.000000000000000E+000,0.000000000000000E+000,0.988435691246923,0.316447397138912,1.30488308838584,0.316447397138912,0.474259036449565,9.727519913454705E-002,0.302828853084766,0.467637758931825,0.539650059034371 
 08/26  22:00:00,2.19460776556877,0.487297898696157,0.000000000000000E+000,0.000000000000000E+000,0.832067831855911,0.271034957287025,1.10310278914294,0.271034957287025,0.354193420564790,7.264856920465887E-002,0.244907423913850,0.404680550682537,0.459421545375645 
 08/26  23:00:00,1.73464495003776,0.394949581948068,0.000000000000000E+000,0.000000000000000E+000,0.682923390004247,0.225786362252210,0.908709752256456,0.225786362252210,0.246134459365500,5.048459408414295E-002,0.162581263752207,0.351659868519450,0.370725549616989 
 08/26  24:00:00,1.31079196746647,0.294538297068227,0.000000000000000E+000,0.000000000000000E+000,0.561237028940875,0.187122178318564,0.748359207259437,0.187122178318564,0.126068843480724,2.585796415425477E-002,0.104554665160539,0.290876275351520,0.274501332577153 
